start_region,dest_region,interconnect_cost_mw,interconnect_annuity_mw,line_loss_frac,start_id,dest_id,dollar_year,mw-km_per_mw,start_intraregion_cost_mw,dest_intraregion_cost_mw,start_intraregion_loss_frac,dest_intraregion_loss_frac,start_mw-km_per_mw,dest_mw-km_per_mw,total_interconnect_cost_mw,total_line_loss_frac,total_mw-km_per_mw,total_interconnect_annuity_mw
WECC_CO,WECC_UT,730080.4066354883,35364.383232959466,0.0470023656005859,201924,203837,2018,824.602903476754,,,,,,,730080.4066354883,0.0470023656005859,824.602903476754,35364.383232959466
WECC_CO,WECC_WY,519149.3011466406,25147.086093544884,0.0291143892741948,203734,202244,2018,510.8305191657961,,,,,,,519149.3011466406,0.0291143892741948,510.8305191657961,25147.086093544884
WECC_ID,WECC_MT,745405.8315980078,36106.73187929576,0.0493481326904296,202123,205032,2018,865.7567093990413,,,,,,,745405.8315980078,0.0493481326904296,865.7567093990413,36106.73187929576
WECC_ID,WECC_NNV,631578.2925493945,30593.03684407257,0.0392213287578374,309648,205029,2018,688.1452736853051,,,,,,,631578.2925493945,0.0392213287578374,688.1452736853051,30593.03684407257
WECC_ID,WECC_PNW,680532.9158066113,32964.351074886785,0.0376009350585937,200995,205029,2018,659.665565955214,,454190.68380382087,,0.0191012902679443,,256.39318164425606,1134723.599610432,0.056702225326538,916.05874759947,54964.90506441153
WECC_ID,WECC_UT,572379.7618225977,27725.5177209415,0.031131017578125,205032,201924,2018,546.1582066423334,,,,,,,572379.7618225977,0.031131017578125,546.1582066423334,27725.5177209415
WECC_ID,WECC_WY,984395.4779464258,47683.15738717088,0.0805914385986328,205032,202244,2018,1413.8849557795888,,,,,,,984395.4779464258,0.0805914385986328,1413.8849557795888,47683.157387170875
WECC_IID,WECC_SCE,371408.0572171997,17990.644252141654,0.019966644284375,303308,310188,2018,268.06044353383385,,,,,,,371408.0572171997,0.019966644284375,268.06044353383385,17990.644252141654
WECC_MT,WECC_PNW,1162731.7557553127,56321.59284640628,0.0901093879394531,202123,201052,2018,1580.866449178413,,454190.68380382087,,0.0191012902679443,,256.39318164425606,1616922.4395591337,0.1092106782073974,1837.259630822669,78322.14683593102
WECC_MT,WECC_WY,552111.420071299,26743.739003590726,0.0326088914794921,202569,205084,2018,572.0858761719965,,,,,,,552111.420071299,0.0326088914794921,572.0858761719965,26743.739003590726
WECC_NM,WECC_UT,768561.8619593945,37228.3874180712,0.0512676139526367,302890,201575,2018,899.4318536117627,,,,,,,768561.8619593945,0.0512676139526367,899.4318536117627,37228.3874180712
WECC_NNV,WECC_PNW,760856.6242375196,36855.15321370022,0.0473732239379882,201104,310047,2018,831.10921676911,,454190.68380382087,,0.0191012902679443,,256.39318164425606,1215047.3080413404,0.0664745142059325,1087.502398413366,58855.70720322496
WECC_NNV,WECC_UT,741478.6783580469,35916.504404444655,0.0493179210205078,201575,306662,2018,865.2267491372562,,,,,,,741478.6783580469,0.0493179210205078,865.2267491372562,35916.504404444655
WECC_SCE,WECC_SNV,481357.8921260864,23316.50707872732,0.02668015335083,303308,304274,2018,358.1228893743474,,,,,,,481357.8921260864,0.02668015335083,358.1228893743474,23316.507078727318
WECC_SNV,WECC_UT,625255.6345134571,30286.77345198365,0.0353725658794194,301298,201575,2018,620.6231957466629,,,,,,,625255.6345134571,0.0353725658794194,620.6231957466629,30286.77345198365
WECC_UT,WECC_WY,796922.5097026173,38602.14954948949,0.0555760715332031,201924,202244,2018,975.0189027078605,,,,,,,796922.5097026173,0.0555760715332031,975.0189027078605,38602.14954948949
WECC_MT,MIS_MAPP,735161.5933737305,35610.510965543785,0.0566473542480468,202569,135109,2018,993.8132752230918,,,,,,,735161.5933737305,0.0566473542480468,993.8132752230918,35610.510965543785
WECC_WY,SPP_WAUE,431995.8217744996,20925.45650783124,0.0285755563049316,132177,205084,2018,383.5645378815632,,,,,,,431995.8217744996,0.0285755563049316,383.5645378815632,20925.456507831244
WECC_WY,SPP_NEBR,612122.4187770702,29650.61328364947,0.040787615661621,131640,202244,2018,715.57220356676,,,,,,,612122.4187770702,0.040787615661621,715.57220356676,29650.61328364947
WECC_CO,SPP_NEBR,631159.6161624708,30572.75656800545,0.0444925704345703,131737,203734,2018,780.5713741841813,,,,,,,631159.6161624708,0.0444925704345703,780.5713741841813,30572.75656800545
WECC_CO,SPP_N,707365.1126484962,34264.07653454069,0.053387736328125,202112,118173,2018,936.6269837220767,,,,,,,707365.1126484962,0.053387736328125,936.6269837220767,34264.07653454069
WECC_CO,SPP_SPS,628446.0655559766,30441.31482172941,0.0439801896972656,202112,304924,2018,771.5823048345296,,,,,,,628446.0655559766,0.0439801896972656,771.5823048345296,30441.31482172941
WECC_NM,ERC_WEST_PHDL,535507.9109758594,25939.48120770084,0.0324912339702397,307497,301162,2018,570.0734662252308,,,,,,,535507.9109758594,0.0324912339702397,570.0734662252308,25939.481207700836
