CA_N,CA_S,WECC_AZ,WECC_CO
0,0,0,0
0,0,0,0
0,0,0,0.001
0.061,0.035,0.018,0.102
0.208,0.143,0.196,0.314
0.426,0.287,0.363,0.52
0.591,0.365,0.471,0.699
0.664,0.388,0.55,0.801
0.701,0.384,0.644,0.785
0.691,0.38,0.677,0.695
0.619,0.323,0.596,0.562
0.532,0.228,0.507,0.405
0.384,0.112,0.404,0.305
0.245,0.056,0.256,0.226
0.089,0.017,0.117,0.076
0.002,0,0.015,0.001
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.002,0,0
0.083,0.118,0.02,0.061
0.306,0.347,0.186,0.278
0.515,0.561,0.382,0.382
0.673,0.712,0.501,0.201
0.774,0.807,0.512,0.185
0.812,0.844,0.596,0.186
0.787,0.835,0.668,0.238
0.75,0.772,0.62,0.38
0.672,0.66,0.536,0.52
0.525,0.497,0.414,0.372
0.333,0.289,0.281,0.155
0.123,0.08,0.131,0.05
0.003,0,0.014,0.001
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.002,0,0
0.061,0.12,0.018,0.032
0.224,0.328,0.208,0.101
0.429,0.485,0.428,0.213
0.67,0.608,0.611,0.259
0.772,0.749,0.739,0.244
0.818,0.807,0.814,0.266
0.813,0.804,0.832,0.353
0.655,0.772,0.801,0.381
0.4,0.663,0.717,0.342
0.278,0.473,0.585,0.265
0.202,0.232,0.404,0.167
0.089,0.079,0.191,0.061
0.003,0,0.013,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.003,0,0.002
0.055,0.114,0.024,0.127
0.179,0.277,0.22,0.366
0.354,0.459,0.441,0.58
0.564,0.657,0.617,0.739
0.668,0.77,0.737,0.842
0.716,0.762,0.803,0.888
0.719,0.549,0.821,0.879
0.69,0.34,0.791,0.802
0.603,0.292,0.691,0.653
0.459,0.157,0.498,0.419
0.271,0.083,0.359,0.205
0.097,0.023,0.185,0.081
0.003,0,0.015,0.002
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.001,0,0.002
0.09,0.083,0.018,0.112
0.284,0.2,0.154,0.328
0.49,0.288,0.389,0.524
0.693,0.396,0.535,0.66
0.815,0.573,0.634,0.725
0.859,0.614,0.711,0.674
0.851,0.607,0.772,0.604
0.771,0.619,0.772,0.573
0.662,0.507,0.683,0.52
0.503,0.398,0.552,0.433
0.308,0.27,0.331,0.27
0.121,0.081,0.129,0.09
0.004,0,0.011,0.002
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.003,0,0.002
0.1,0.136,0.028,0.125
0.319,0.377,0.212,0.356
0.528,0.562,0.438,0.56
0.693,0.68,0.626,0.686
0.801,0.749,0.76,0.732
0.857,0.772,0.836,0.82
0.856,0.782,0.859,0.82
0.804,0.751,0.832,0.754
0.706,0.664,0.751,0.619
0.553,0.513,0.611,0.495
0.352,0.306,0.421,0.311
0.134,0.086,0.201,0.112
0.004,0,0.017,0.003
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.001,0.003,0,0.003
0.085,0.135,0.03,0.061
0.257,0.371,0.229,0.173
0.526,0.578,0.453,0.337
0.69,0.728,0.628,0.504
0.793,0.823,0.773,0.652
0.832,0.864,0.827,0.769
0.82,0.853,0.807,0.807
0.771,0.792,0.76,0.756
0.685,0.68,0.673,0.651
0.541,0.514,0.54,0.443
0.345,0.301,0.37,0.213
0.133,0.087,0.167,0.068
0.006,0,0.021,0.001
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.001,0.003,0,0.001
0.094,0.132,0.03,0.042
0.299,0.358,0.232,0.133
0.505,0.556,0.454,0.263
0.667,0.702,0.636,0.447
0.772,0.795,0.763,0.477
0.815,0.837,0.836,0.337
0.801,0.829,0.856,0.294
0.741,0.774,0.825,0.297
0.644,0.664,0.744,0.21
0.494,0.502,0.609,0.145
0.308,0.3,0.425,0.132
0.121,0.086,0.206,0.079
0.006,0,0.025,0.001
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.001,0.004,0,0
0.1,0.134,0.031,0.031
0.311,0.355,0.226,0.095
0.512,0.549,0.443,0.195
0.663,0.69,0.62,0.305
0.762,0.782,0.743,0.408
0.81,0.822,0.81,0.501
0.809,0.813,0.827,0.482
0.76,0.758,0.798,0.422
0.666,0.651,0.717,0.372
0.523,0.494,0.589,0.31
0.337,0.294,0.411,0.22
0.132,0.086,0.2,0.084
0.006,0,0.025,0.002
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.001,0.004,0,0.004
0.1,0.134,0.032,0.14
0.307,0.352,0.224,0.387
0.503,0.543,0.437,0.613
0.651,0.684,0.605,0.778
0.747,0.773,0.722,0.879
0.793,0.811,0.787,0.92
0.793,0.798,0.803,0.906
0.747,0.739,0.774,0.842
0.653,0.623,0.699,0.719
0.513,0.452,0.574,0.548
0.329,0.253,0.403,0.344
0.13,0.075,0.198,0.125
0.007,0,0.025,0.004
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.002,0.004,0,0.004
0.102,0.134,0.032,0.134
0.309,0.351,0.222,0.364
0.503,0.539,0.431,0.574
0.651,0.675,0.596,0.73
0.749,0.763,0.71,0.831
0.795,0.802,0.772,0.875
0.792,0.794,0.79,0.86
0.745,0.739,0.763,0.804
0.652,0.634,0.69,0.704
0.513,0.461,0.569,0.536
0.329,0.25,0.399,0.33
0.131,0.073,0.197,0.122
0.007,0,0.026,0.004
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.002,0.006,0,0.004
0.101,0.13,0.034,0.135
0.297,0.336,0.212,0.362
0.48,0.519,0.416,0.567
0.615,0.656,0.582,0.718
0.699,0.758,0.701,0.816
0.741,0.799,0.763,0.862
0.734,0.793,0.782,0.858
0.68,0.74,0.757,0.805
0.578,0.638,0.686,0.688
0.42,0.486,0.557,0.515
0.235,0.29,0.347,0.311
0.088,0.087,0.141,0.118
0.007,0.001,0.024,0.006
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.002,0.006,0,0.006
0.099,0.135,0.036,0.138
0.297,0.351,0.211,0.366
0.492,0.545,0.364,0.567
0.639,0.689,0.479,0.717
0.736,0.781,0.584,0.816
0.781,0.822,0.688,0.858
0.779,0.815,0.744,0.825
0.734,0.76,0.743,0.713
0.644,0.655,0.681,0.549
0.507,0.497,0.568,0.395
0.33,0.298,0.398,0.27
0.136,0.095,0.196,0.114
0.01,0.001,0.03,0.007
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.007,0,0.006
0.039,0.108,0.037,0.139
0.141,0.205,0.215,0.362
0.337,0.22,0.419,0.561
0.475,0.343,0.589,0.71
0.625,0.574,0.706,0.805
0.726,0.691,0.777,0.849
0.771,0.75,0.793,0.84
0.739,0.713,0.765,0.74
0.652,0.619,0.69,0.595
0.493,0.475,0.565,0.448
0.307,0.292,0.384,0.273
0.136,0.095,0.194,0.12
0.01,0.001,0.033,0.007
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.003,0.003,0,0.007
0.073,0.058,0.039,0.138
0.218,0.187,0.166,0.345
0.468,0.328,0.293,0.53
0.683,0.543,0.442,0.662
0.801,0.77,0.644,0.762
0.853,0.814,0.712,0.82
0.856,0.806,0.728,0.806
0.809,0.758,0.659,0.724
0.711,0.653,0.538,0.539
0.557,0.494,0.436,0.397
0.354,0.293,0.26,0.283
0.143,0.086,0.101,0.124
0.01,0.001,0.014,0.009
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.004,0.007,0,0.004
0.103,0.149,0.041,0.1
0.325,0.381,0.215,0.286
0.526,0.58,0.414,0.473
0.68,0.723,0.581,0.585
0.783,0.822,0.707,0.702
0.833,0.861,0.78,0.758
0.832,0.85,0.801,0.726
0.783,0.791,0.779,0.625
0.684,0.679,0.712,0.408
0.538,0.516,0.587,0.272
0.348,0.308,0.418,0.156
0.143,0.094,0.209,0.084
0.011,0.002,0.032,0.008
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.003,0.008,0,0.009
0.075,0.141,0.04,0.152
0.253,0.365,0.232,0.384
0.443,0.562,0.443,0.592
0.673,0.707,0.615,0.744
0.783,0.799,0.736,0.838
0.831,0.837,0.804,0.851
0.827,0.827,0.824,0.69
0.777,0.771,0.795,0.497
0.678,0.662,0.717,0.341
0.532,0.502,0.59,0.182
0.344,0.305,0.414,0.086
0.142,0.105,0.207,0.03
0.012,0.003,0.036,0.001
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.004,0.004,0,0.002
0.097,0.058,0.044,0.069
0.309,0.199,0.227,0.24
0.506,0.376,0.424,0.465
0.659,0.539,0.568,0.663
0.769,0.568,0.605,0.813
0.821,0.365,0.573,0.891
0.824,0.253,0.605,0.9
0.784,0.253,0.696,0.853
0.682,0.264,0.609,0.743
0.541,0.238,0.429,0.58
0.352,0.242,0.253,0.37
0.146,0.098,0.116,0.143
0.013,0.002,0.015,0.01
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.006,0.009,0,0.01
0.1,0.12,0.046,0.112
0.289,0.318,0.221,0.279
0.472,0.504,0.38,0.454
0.653,0.649,0.472,0.629
0.784,0.77,0.536,0.761
0.846,0.839,0.59,0.826
0.847,0.832,0.689,0.828
0.802,0.78,0.725,0.734
0.703,0.673,0.677,0.569
0.553,0.51,0.545,0.364
0.36,0.307,0.36,0.211
0.149,0.096,0.157,0.085
0.013,0.002,0.032,0.009
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.004,0.009,0,0.009
0.092,0.149,0.044,0.15
0.315,0.373,0.228,0.376
0.535,0.573,0.432,0.576
0.692,0.723,0.601,0.726
0.799,0.814,0.719,0.821
0.848,0.853,0.785,0.862
0.847,0.842,0.804,0.856
0.795,0.784,0.776,0.802
0.695,0.675,0.702,0.7
0.546,0.512,0.576,0.548
0.337,0.308,0.403,0.351
0.134,0.097,0.2,0.135
0.015,0.003,0.036,0.01
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.007,0.011,0,0.012
0.11,0.14,0.044,0.122
0.315,0.352,0.226,0.334
0.523,0.546,0.429,0.562
0.622,0.691,0.594,0.733
0.523,0.782,0.708,0.829
0.292,0.778,0.763,0.872
0.42,0.779,0.788,0.865
0.69,0.734,0.763,0.809
0.631,0.634,0.69,0.65
0.477,0.436,0.565,0.426
0.233,0.229,0.395,0.304
0.078,0.085,0.195,0.139
0.011,0.001,0.043,0.013
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.007,0.003,0,0.012
0.111,0.056,0.05,0.102
0.26,0.161,0.139,0.232
0.359,0.256,0.198,0.406
0.424,0.329,0.323,0.576
0.259,0.294,0.627,0.68
0.177,0.314,0.717,0.661
0.182,0.35,0.608,0.569
0.238,0.427,0.33,0.497
0.129,0.482,0.245,0.514
0.074,0.431,0.257,0.482
0.05,0.265,0.198,0.293
0.017,0.084,0.079,0.128
0,0,0.011,0.014
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.004,0.011,0,0.014
0.042,0.135,0.034,0.101
0.076,0.316,0.152,0.216
0.13,0.488,0.363,0.396
0.299,0.543,0.575,0.452
0.386,0.554,0.688,0.38
0.222,0.635,0.745,0.281
0.217,0.582,0.762,0.228
0.185,0.536,0.738,0.241
0.173,0.538,0.638,0.264
0.182,0.438,0.471,0.217
0.09,0.278,0.347,0.139
0.02,0.098,0.194,0.039
0.001,0.004,0.041,0.003
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.013,0,0.019
0.014,0.142,0.046,0.134
0.061,0.337,0.216,0.355
0.084,0.531,0.41,0.553
0.091,0.681,0.576,0.711
0.12,0.77,0.689,0.822
0.284,0.807,0.756,0.861
0.519,0.798,0.766,0.828
0.242,0.739,0.735,0.691
0.147,0.565,0.668,0.531
0.349,0.242,0.549,0.332
0.268,0.13,0.378,0.138
0.106,0.086,0.19,0.044
0.021,0.006,0.041,0.007
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.009,0.013,0,0.022
0.1,0.146,0.048,0.114
0.094,0.351,0.223,0.189
0.129,0.524,0.41,0.26
0.323,0.65,0.509,0.496
0.299,0.729,0.584,0.693
0.579,0.791,0.754,0.766
0.393,0.791,0.774,0.704
0.25,0.725,0.746,0.635
0.223,0.622,0.667,0.58
0.179,0.455,0.547,0.464
0.133,0.281,0.385,0.301
0.05,0.098,0.19,0.139
0.003,0.004,0.042,0.018
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.001,0.019,0,0.014
0.03,0.143,0.047,0.062
0.113,0.339,0.226,0.129
0.26,0.519,0.416,0.228
0.407,0.653,0.567,0.443
0.503,0.738,0.674,0.69
0.584,0.781,0.747,0.678
0.6,0.778,0.768,0.55
0.58,0.729,0.741,0.586
0.547,0.628,0.667,0.556
0.429,0.48,0.549,0.424
0.284,0.292,0.385,0.261
0.123,0.096,0.197,0.109
0.026,0.004,0.041,0.017
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.011,0.019,0,0.021
0.13,0.149,0.047,0.157
0.325,0.353,0.224,0.375
0.499,0.536,0.417,0.569
0.613,0.67,0.573,0.713
0.651,0.752,0.682,0.804
0.689,0.789,0.739,0.844
0.708,0.782,0.757,0.836
0.648,0.729,0.729,0.783
0.541,0.629,0.666,0.685
0.469,0.476,0.548,0.539
0.26,0.281,0.387,0.351
0.135,0.095,0.197,0.141
0.026,0.006,0.041,0.012
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.011,0.019,0,0.022
0.13,0.145,0.05,0.156
0.323,0.352,0.218,0.371
0.504,0.538,0.408,0.559
0.578,0.674,0.563,0.701
0.662,0.758,0.672,0.791
0.752,0.791,0.743,0.833
0.772,0.778,0.759,0.828
0.748,0.723,0.733,0.778
0.67,0.616,0.661,0.679
0.534,0.477,0.545,0.536
0.34,0.292,0.384,0.348
0.141,0.094,0.196,0.141
0.026,0.006,0.041,0.023
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.011,0.02,0,0.024
0.129,0.152,0.048,0.152
0.333,0.36,0.223,0.353
0.524,0.54,0.415,0.548
0.669,0.671,0.569,0.708
0.767,0.752,0.678,0.804
0.812,0.79,0.738,0.844
0.81,0.782,0.754,0.843
0.762,0.73,0.726,0.773
0.669,0.629,0.655,0.668
0.53,0.48,0.538,0.523
0.351,0.292,0.378,0.326
0.153,0.098,0.193,0.143
0.028,0.007,0.043,0.025
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.017,0.021,0,0.028
0.129,0.154,0.05,0.165
0.326,0.354,0.224,0.383
0.512,0.495,0.418,0.58
0.655,0.58,0.575,0.726
0.748,0.627,0.684,0.82
0.793,0.71,0.747,0.854
0.794,0.776,0.763,0.822
0.725,0.741,0.736,0.705
0.633,0.639,0.664,0.487
0.505,0.486,0.549,0.259
0.345,0.294,0.389,0.13
0.152,0.1,0.199,0.066
0.029,0.007,0.04,0.015
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.018,0.022,0,0.015
0.127,0.151,0.048,0.101
0.304,0.348,0.23,0.279
0.49,0.527,0.426,0.482
0.627,0.66,0.585,0.575
0.714,0.746,0.695,0.704
0.768,0.788,0.755,0.691
0.78,0.785,0.77,0.657
0.74,0.734,0.74,0.655
0.637,0.629,0.666,0.635
0.508,0.481,0.546,0.504
0.342,0.296,0.383,0.347
0.151,0.102,0.194,0.149
0.03,0.008,0.044,0.028
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.018,0.023,0,0.028
0.131,0.154,0.052,0.149
0.325,0.355,0.227,0.338
0.479,0.54,0.42,0.54
0.568,0.677,0.578,0.702
0.651,0.761,0.686,0.796
0.743,0.799,0.747,0.838
0.784,0.791,0.761,0.833
0.743,0.738,0.733,0.77
0.652,0.638,0.662,0.662
0.516,0.477,0.547,0.523
0.34,0.299,0.387,0.34
0.152,0.102,0.198,0.144
0.031,0.008,0.042,0.026
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.019,0.024,0,0.029
0.132,0.155,0.051,0.154
0.331,0.362,0.227,0.349
0.518,0.545,0.419,0.546
0.663,0.678,0.575,0.683
0.758,0.759,0.683,0.74
0.803,0.795,0.745,0.757
0.803,0.793,0.761,0.766
0.759,0.741,0.735,0.746
0.668,0.636,0.662,0.674
0.529,0.488,0.547,0.536
0.347,0.296,0.387,0.35
0.156,0.102,0.198,0.144
0.033,0.008,0.044,0.026
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.02,0.024,0,0.029
0.135,0.156,0.053,0.162
0.33,0.362,0.226,0.366
0.509,0.545,0.416,0.554
0.649,0.678,0.573,0.703
0.74,0.76,0.684,0.774
0.755,0.795,0.746,0.821
0.735,0.787,0.762,0.836
0.712,0.734,0.735,0.798
0.635,0.633,0.669,0.704
0.481,0.484,0.551,0.55
0.279,0.297,0.391,0.329
0.117,0.101,0.2,0.139
0.028,0.008,0.044,0.024
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.021,0.025,0,0.031
0.131,0.155,0.054,0.164
0.307,0.358,0.223,0.35
0.487,0.535,0.411,0.515
0.634,0.663,0.567,0.663
0.73,0.745,0.675,0.779
0.771,0.78,0.744,0.826
0.767,0.771,0.76,0.809
0.726,0.718,0.734,0.735
0.637,0.617,0.66,0.636
0.505,0.471,0.545,0.506
0.334,0.289,0.386,0.343
0.153,0.102,0.199,0.149
0.034,0.009,0.045,0.032
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.022,0.026,0,0.019
0.133,0.155,0.055,0.109
0.319,0.35,0.222,0.294
0.497,0.524,0.408,0.542
0.635,0.652,0.562,0.7
0.732,0.736,0.671,0.778
0.773,0.773,0.735,0.805
0.77,0.767,0.751,0.78
0.725,0.716,0.726,0.738
0.637,0.617,0.655,0.656
0.506,0.471,0.54,0.485
0.337,0.29,0.383,0.303
0.153,0.105,0.198,0.141
0.034,0.01,0.047,0.029
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.022,0.028,0,0.029
0.133,0.152,0.057,0.16
0.322,0.347,0.22,0.373
0.501,0.519,0.404,0.565
0.636,0.649,0.558,0.71
0.723,0.733,0.666,0.801
0.763,0.771,0.732,0.837
0.759,0.763,0.747,0.824
0.716,0.713,0.719,0.763
0.629,0.614,0.649,0.66
0.499,0.469,0.535,0.519
0.333,0.288,0.378,0.338
0.151,0.103,0.197,0.147
0.034,0.01,0.048,0.031
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.023,0.028,0,0.03
0.132,0.153,0.058,0.165
0.318,0.349,0.213,0.374
0.491,0.524,0.389,0.56
0.624,0.655,0.537,0.699
0.711,0.739,0.642,0.787
0.75,0.778,0.704,0.825
0.747,0.77,0.718,0.82
0.701,0.717,0.693,0.768
0.615,0.616,0.616,0.671
0.49,0.47,0.508,0.524
0.328,0.293,0.361,0.341
0.151,0.107,0.191,0.146
0.035,0.011,0.051,0.031
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.024,0.029,0,0.03
0.135,0.152,0.058,0.163
0.321,0.331,0.218,0.367
0.495,0.503,0.394,0.548
0.628,0.635,0.54,0.683
0.714,0.724,0.644,0.77
0.754,0.75,0.703,0.812
0.748,0.727,0.719,0.807
0.696,0.659,0.692,0.759
0.614,0.547,0.595,0.661
0.483,0.411,0.439,0.504
0.323,0.263,0.289,0.315
0.13,0.107,0.171,0.142
0.026,0.011,0.052,0.031
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.025,0.029,0,0.033
0.135,0.153,0.059,0.164
0.311,0.341,0.201,0.364
0.495,0.514,0.372,0.538
0.64,0.647,0.535,0.67
0.729,0.736,0.64,0.755
0.769,0.773,0.702,0.784
0.766,0.766,0.712,0.736
0.721,0.717,0.67,0.614
0.635,0.619,0.598,0.441
0.508,0.475,0.509,0.328
0.341,0.295,0.37,0.25
0.158,0.108,0.2,0.145
0.037,0.011,0.056,0.036
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.021,0.028,0,0.035
0.113,0.144,0.047,0.134
0.261,0.338,0.153,0.293
0.422,0.521,0.285,0.491
0.593,0.655,0.413,0.631
0.736,0.74,0.535,0.702
0.796,0.779,0.602,0.659
0.799,0.771,0.586,0.508
0.752,0.719,0.552,0.365
0.662,0.619,0.47,0.341
0.528,0.473,0.391,0.356
0.353,0.292,0.296,0.268
0.161,0.107,0.162,0.142
0.037,0.011,0.035,0.036
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.026,0.031,0,0.042
0.141,0.156,0.017,0.165
0.337,0.352,0.056,0.299
0.517,0.529,0.097,0.37
0.655,0.663,0.13,0.375
0.741,0.75,0.158,0.352
0.784,0.79,0.19,0.288
0.781,0.784,0.241,0.253
0.736,0.733,0.257,0.207
0.647,0.631,0.228,0.156
0.515,0.484,0.18,0.109
0.345,0.299,0.128,0.078
0.16,0.108,0.074,0.047
0.04,0.012,0.023,0.01
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.028,0.032,0,0.042
0.141,0.157,0.013,0.171
0.334,0.35,0.064,0.342
0.516,0.529,0.131,0.487
0.656,0.661,0.209,0.558
0.747,0.748,0.281,0.51
0.787,0.793,0.336,0.415
0.781,0.791,0.369,0.329
0.735,0.738,0.355,0.282
0.647,0.638,0.4,0.241
0.516,0.49,0.348,0.202
0.347,0.303,0.268,0.133
0.161,0.109,0.156,0.068
0.04,0.012,0.055,0.017
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.029,0.033,0,0.023
0.141,0.156,0.036,0.108
0.325,0.341,0.134,0.239
0.514,0.518,0.274,0.329
0.653,0.664,0.441,0.432
0.756,0.755,0.595,0.485
0.802,0.798,0.702,0.514
0.801,0.798,0.737,0.494
0.756,0.749,0.71,0.414
0.666,0.652,0.638,0.287
0.531,0.501,0.528,0.215
0.358,0.31,0.376,0.139
0.167,0.11,0.199,0.08
0.043,0.012,0.055,0.022
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.025,0.033,0.001,0.034
0.122,0.157,0.062,0.13
0.301,0.344,0.223,0.235
0.471,0.524,0.402,0.363
0.644,0.658,0.549,0.514
0.767,0.744,0.663,0.595
0.812,0.787,0.727,0.618
0.81,0.794,0.745,0.552
0.762,0.746,0.718,0.405
0.669,0.638,0.648,0.267
0.531,0.487,0.536,0.19
0.356,0.303,0.382,0.13
0.165,0.113,0.201,0.064
0.042,0.013,0.052,0.015
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.03,0.034,0.001,0.031
0.142,0.154,0.058,0.119
0.33,0.339,0.228,0.222
0.51,0.507,0.413,0.314
0.65,0.642,0.568,0.433
0.74,0.733,0.674,0.507
0.782,0.77,0.738,0.465
0.778,0.773,0.755,0.338
0.732,0.718,0.729,0.256
0.641,0.631,0.66,0.186
0.509,0.481,0.546,0.123
0.342,0.299,0.389,0.076
0.161,0.113,0.205,0.037
0.042,0.014,0.05,0.008
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.031,0.033,0.001,0.024
0.141,0.154,0.058,0.11
0.327,0.337,0.229,0.222
0.501,0.525,0.414,0.309
0.634,0.656,0.564,0.367
0.721,0.74,0.669,0.393
0.76,0.778,0.73,0.394
