CA_N,CA_S,WECC_AZ,WECC_CO
0.743,0.74,0.655,0.646
0.785,0.779,0.719,0.642
0.783,0.77,0.739,0.58
0.736,0.725,0.716,0.466
0.645,0.623,0.645,0.345
0.507,0.472,0.529,0.271
0.327,0.281,0.369,0.194
0.128,0.081,0.179,0.086
0.004,0,0.022,0.002
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.003,0,0.002
0.094,0.114,0.025,0.119
0.303,0.31,0.197,0.336
0.496,0.487,0.393,0.531
0.638,0.619,0.549,0.678
0.73,0.732,0.658,0.771
0.771,0.745,0.722,0.816
0.768,0.71,0.739,0.813
0.724,0.705,0.714,0.763
0.636,0.568,0.641,0.667
0.502,0.404,0.527,0.521
0.321,0.226,0.367,0.331
0.128,0.064,0.178,0.118
0.006,0,0.013,0.002
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.002,0,0.002
0.025,0.088,0.023,0.117
0.086,0.262,0.196,0.333
0.219,0.441,0.391,0.529
0.499,0.573,0.547,0.677
0.655,0.697,0.653,0.771
0.631,0.679,0.716,0.816
0.453,0.626,0.734,0.813
0.34,0.584,0.707,0.762
0.23,0.44,0.63,0.662
0.158,0.31,0.517,0.513
0.102,0.176,0.36,0.319
0.044,0.05,0.173,0.112
0.001,0,0.013,0.002
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.001,0,0.002
0.087,0.076,0.017,0.116
0.278,0.23,0.182,0.328
0.458,0.397,0.373,0.521
0.594,0.532,0.531,0.668
0.683,0.701,0.648,0.761
0.727,0.683,0.716,0.774
0.728,0.641,0.734,0.759
0.684,0.691,0.708,0.661
0.597,0.516,0.638,0.444
0.464,0.372,0.523,0.221
0.295,0.219,0.363,0.102
0.109,0.065,0.174,0.04
0.003,0,0.013,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.001,0,0.002
0.089,0.077,0.017,0.091
0.296,0.222,0.144,0.239
0.492,0.373,0.311,0.369
0.638,0.49,0.498,0.485
0.732,0.694,0.627,0.644
0.774,0.651,0.693,0.717
0.772,0.586,0.71,0.71
0.725,0.579,0.688,0.605
0.633,0.426,0.611,0.441
0.494,0.299,0.494,0.284
0.315,0.173,0.334,0.156
0.118,0.05,0.156,0.048
0.003,0,0.014,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.001,0,0.001
0.085,0.085,0.017,0.085
0.262,0.246,0.163,0.249
0.462,0.41,0.347,0.444
0.628,0.539,0.505,0.576
0.729,0.706,0.62,0.685
0.774,0.642,0.693,0.766
0.772,0.557,0.711,0.762
0.725,0.633,0.684,0.673
0.631,0.43,0.62,0.469
0.492,0.286,0.505,0.341
0.309,0.157,0.345,0.217
0.106,0.045,0.16,0.072
0.002,0,0.013,0.001
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.001,0,0.001
0.084,0.083,0.017,0.092
0.286,0.239,0.183,0.288
0.481,0.4,0.376,0.481
0.628,0.525,0.531,0.627
0.724,0.646,0.642,0.723
0.766,0.625,0.715,0.745
0.761,0.569,0.735,0.734
0.713,0.582,0.707,0.662
0.622,0.424,0.624,0.524
0.485,0.284,0.507,0.376
0.306,0.147,0.347,0.22
0.113,0.035,0.161,0.064
0.002,0,0.013,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.078,0.074,0.012,0.092
0.268,0.226,0.121,0.297
0.427,0.383,0.326,0.492
0.495,0.508,0.509,0.638
0.562,0.66,0.615,0.707
0.595,0.637,0.666,0.712
0.527,0.578,0.668,0.655
0.397,0.472,0.602,0.559
0.349,0.369,0.496,0.435
0.234,0.261,0.361,0.305
0.117,0.146,0.222,0.186
0.051,0.04,0.098,0.074
0.001,0,0.01,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.073,0.074,0.015,0.106
0.265,0.229,0.163,0.321
0.455,0.395,0.35,0.517
0.601,0.53,0.509,0.663
0.694,0.683,0.623,0.756
0.738,0.699,0.703,0.792
0.738,0.667,0.724,0.779
0.696,0.64,0.699,0.689
0.6,0.508,0.611,0.589
0.444,0.356,0.492,0.435
0.272,0.195,0.33,0.25
0.097,0.048,0.149,0.083
0.001,0,0.012,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.083,0.069,0.015,0.102
0.293,0.217,0.154,0.301
0.493,0.372,0.325,0.488
0.644,0.497,0.461,0.645
0.74,0.655,0.556,0.746
0.784,0.648,0.605,0.789
0.781,0.597,0.627,0.784
0.728,0.631,0.623,0.732
0.619,0.477,0.581,0.629
0.428,0.331,0.49,0.472
0.252,0.185,0.338,0.278
0.107,0.05,0.155,0.084
0.001,0,0.013,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.084,0.077,0.017,0.097
0.297,0.239,0.161,0.308
0.498,0.407,0.318,0.505
0.637,0.547,0.41,0.656
0.591,0.716,0.502,0.751
0.477,0.708,0.514,0.798
0.663,0.668,0.341,0.791
0.718,0.596,0.287,0.729
0.628,0.494,0.244,0.601
0.483,0.371,0.188,0.447
0.284,0.22,0.116,0.242
0.099,0.059,0.052,0.072
0.001,0,0.003,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.08,0.07,0.014,0.059
0.29,0.238,0.153,0.193
0.491,0.459,0.33,0.312
0.637,0.623,0.436,0.414
0.712,0.75,0.52,0.404
0.721,0.756,0.596,0.375
0.747,0.713,0.605,0.366
0.738,0.719,0.575,0.323
0.644,0.565,0.509,0.279
0.501,0.397,0.422,0.208
0.312,0.219,0.297,0.125
0.107,0.055,0.136,0.043
0,0,0.01,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.076,0.099,0.013,0.1
0.283,0.303,0.164,0.316
0.482,0.495,0.356,0.512
0.634,0.639,0.517,0.658
0.732,0.727,0.622,0.752
0.779,0.76,0.681,0.772
0.78,0.745,0.7,0.747
0.735,0.73,0.679,0.642
0.644,0.605,0.619,0.498
0.502,0.444,0.507,0.349
0.312,0.252,0.348,0.183
0.106,0.062,0.157,0.054
0,0,0.01,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.072,0.106,0.013,0.095
0.277,0.317,0.175,0.309
0.48,0.512,0.37,0.505
0.633,0.653,0.529,0.653
0.738,0.749,0.639,0.747
0.782,0.79,0.703,0.778
0.778,0.783,0.729,0.737
0.728,0.728,0.702,0.641
0.634,0.622,0.631,0.482
0.491,0.463,0.513,0.333
0.301,0.263,0.343,0.179
0.099,0.062,0.154,0.05
0,0,0.009,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.072,0.107,0.013,0.092
0.278,0.322,0.176,0.311
0.48,0.519,0.376,0.51
0.629,0.666,0.541,0.658
0.725,0.761,0.658,0.751
0.766,0.8,0.723,0.794
0.762,0.793,0.74,0.781
0.714,0.738,0.713,0.692
0.62,0.631,0.647,0.581
0.48,0.473,0.525,0.409
0.293,0.27,0.358,0.222
0.096,0.063,0.162,0.061
0,0,0.009,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.061,0.085,0.013,0.085
0.245,0.287,0.183,0.295
0.43,0.498,0.386,0.486
0.584,0.648,0.55,0.627
0.673,0.74,0.664,0.711
0.681,0.78,0.729,0.729
0.638,0.772,0.747,0.622
0.595,0.719,0.721,0.45
0.569,0.615,0.646,0.309
0.468,0.459,0.524,0.197
0.288,0.257,0.354,0.105
0.092,0.059,0.157,0.03
0,0,0.008,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.064,0.076,0.012,0.094
0.261,0.243,0.163,0.314
0.454,0.371,0.36,0.51
0.6,0.421,0.528,0.68
0.694,0.459,0.637,0.783
0.735,0.558,0.706,0.834
0.732,0.673,0.736,0.829
0.682,0.668,0.712,0.774
0.591,0.531,0.64,0.669
0.452,0.257,0.521,0.509
0.268,0.077,0.353,0.301
0.075,0.014,0.153,0.08
0,0,0.008,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.046,0.095,0.009,0.076
0.227,0.301,0.123,0.242
0.407,0.494,0.326,0.381
0.457,0.64,0.521,0.438
0.55,0.74,0.647,0.476
0.595,0.78,0.717,0.442
0.714,0.773,0.733,0.386
0.685,0.723,0.703,0.308
0.547,0.619,0.631,0.254
0.42,0.462,0.516,0.154
0.222,0.262,0.349,0.091
0.053,0.056,0.151,0.026
0,0,0.007,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.061,0.097,0.011,0.046
0.262,0.31,0.132,0.2
0.469,0.502,0.238,0.411
0.623,0.645,0.345,0.628
0.693,0.734,0.532,0.762
0.712,0.773,0.691,0.804
0.669,0.765,0.74,0.784
0.465,0.704,0.715,0.701
0.278,0.605,0.64,0.516
0.193,0.442,0.517,0.341
0.138,0.241,0.348,0.182
0.05,0.053,0.147,0.05
0,0,0.006,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.028,0.064,0.01,0.085
0.163,0.26,0.171,0.306
0.383,0.446,0.376,0.508
0.56,0.504,0.547,0.66
0.686,0.592,0.666,0.754
0.769,0.68,0.736,0.777
0.771,0.758,0.754,0.729
0.712,0.741,0.726,0.65
0.609,0.636,0.65,0.538
0.466,0.473,0.515,0.394
0.289,0.266,0.288,0.217
0.086,0.054,0.095,0.051
0,0,0.003,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.057,0.086,0.011,0.061
0.26,0.314,0.184,0.252
0.457,0.518,0.395,0.458
0.615,0.662,0.565,0.56
0.722,0.762,0.684,0.59
0.77,0.798,0.751,0.564
0.769,0.787,0.769,0.488
0.719,0.728,0.74,0.389
0.624,0.62,0.663,0.293
0.479,0.46,0.537,0.199
0.288,0.254,0.362,0.108
0.085,0.05,0.154,0.028
0,0,0.006,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.056,0.092,0.009,0.053
0.26,0.309,0.169,0.179
0.455,0.506,0.381,0.33
0.581,0.648,0.553,0.483
0.674,0.738,0.674,0.623
0.747,0.777,0.752,0.695
0.758,0.769,0.771,0.694
0.71,0.716,0.745,0.652
0.615,0.609,0.67,0.559
0.471,0.45,0.545,0.437
0.282,0.248,0.37,0.248
0.083,0.047,0.16,0.061
0,0,0.006,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.025,0.09,0.009,0.042
0.11,0.305,0.174,0.178
0.354,0.497,0.383,0.356
0.606,0.637,0.549,0.548
0.714,0.732,0.664,0.713
0.76,0.772,0.735,0.782
0.759,0.767,0.756,0.777
0.71,0.714,0.729,0.707
0.607,0.608,0.653,0.586
0.464,0.449,0.529,0.411
0.279,0.229,0.354,0.216
0.08,0.035,0.15,0.047
0,0,0.004,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.051,0.087,0.008,0.075
0.25,0.299,0.164,0.301
0.451,0.491,0.372,0.514
0.603,0.631,0.543,0.671
0.702,0.725,0.662,0.76
0.745,0.766,0.729,0.774
0.743,0.758,0.748,0.727
0.694,0.703,0.722,0.616
0.598,0.596,0.646,0.459
0.455,0.438,0.521,0.289
0.27,0.238,0.349,0.144
0.075,0.042,0.144,0.033
0,0,0.004,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.018,0.08,0.007,0.075
0.117,0.29,0.134,0.305
0.383,0.484,0.31,0.516
0.598,0.63,0.466,0.674
0.708,0.73,0.576,0.774
0.754,0.772,0.655,0.822
0.752,0.767,0.692,0.817
0.705,0.712,0.683,0.763
0.609,0.604,0.627,0.659
0.465,0.431,0.507,0.494
0.277,0.196,0.333,0.275
0.076,0.031,0.135,0.062
0,0,0.003,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.047,0.08,0.006,0.072
0.252,0.296,0.147,0.295
0.459,0.496,0.354,0.499
0.614,0.645,0.536,0.642
0.713,0.747,0.658,0.738
0.758,0.789,0.724,0.743
0.756,0.782,0.744,0.569
0.704,0.727,0.716,0.362
0.584,0.62,0.644,0.198
0.439,0.46,0.519,0.109
0.276,0.253,0.347,0.05
0.074,0.043,0.142,0.009
0,0,0.003,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.044,0.084,0.004,0.026
0.249,0.303,0.142,0.157
0.457,0.502,0.363,0.238
0.613,0.647,0.537,0.26
0.714,0.741,0.655,0.271
0.759,0.78,0.734,0.285
0.756,0.772,0.751,0.281
0.707,0.721,0.725,0.29
0.612,0.613,0.647,0.276
0.466,0.451,0.521,0.211
0.275,0.243,0.347,0.129
0.073,0.039,0.141,0.033
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.043,0.089,0.007,0.053
0.25,0.32,0.185,0.221
0.457,0.524,0.413,0.369
0.613,0.67,0.591,0.465
0.715,0.76,0.71,0.601
0.76,0.792,0.774,0.793
0.757,0.778,0.793,0.834
0.705,0.718,0.766,0.752
0.611,0.603,0.686,0.623
0.466,0.441,0.561,0.301
0.276,0.237,0.383,0.081
0.072,0.037,0.164,0.013
0,0,0.003,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.042,0.088,0.007,0.035
0.246,0.316,0.179,0.149
0.455,0.515,0.405,0.285
0.613,0.657,0.585,0.424
0.711,0.743,0.708,0.604
0.756,0.777,0.772,0.689
0.752,0.765,0.792,0.699
0.703,0.715,0.765,0.623
0.606,0.603,0.691,0.517
0.461,0.441,0.562,0.372
0.27,0.238,0.381,0.18
0.068,0.036,0.161,0.035
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.039,0.083,0.006,0.05
0.244,0.305,0.182,0.23
0.457,0.502,0.407,0.442
0.614,0.644,0.581,0.558
0.717,0.734,0.701,0.617
0.762,0.773,0.765,0.694
0.758,0.766,0.784,0.685
0.707,0.708,0.757,0.62
0.609,0.603,0.679,0.496
0.465,0.443,0.552,0.365
0.273,0.238,0.372,0.224
0.074,0.034,0.154,0.046
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.036,0.074,0.006,0.014
0.239,0.293,0.174,0.109
0.45,0.492,0.397,0.353
0.609,0.636,0.57,0.636
0.71,0.729,0.689,0.76
0.756,0.769,0.75,0.79
0.751,0.759,0.77,0.783
0.701,0.705,0.744,0.77
0.604,0.6,0.67,0.662
0.458,0.44,0.545,0.497
0.265,0.234,0.366,0.282
0.067,0.032,0.151,0.057
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.035,0.072,0.004,0.056
0.241,0.288,0.166,0.283
0.452,0.487,0.392,0.496
0.608,0.629,0.568,0.652
0.708,0.725,0.685,0.755
0.755,0.767,0.752,0.806
0.752,0.762,0.772,0.802
0.704,0.711,0.746,0.747
0.606,0.604,0.668,0.642
0.461,0.443,0.541,0.483
0.267,0.233,0.363,0.275
0.067,0.031,0.147,0.054
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.032,0.065,0.003,0.062
0.229,0.278,0.16,0.305
0.44,0.48,0.385,0.52
0.6,0.629,0.562,0.673
0.701,0.721,0.681,0.773
0.748,0.762,0.734,0.823
0.746,0.736,0.752,0.818
0.693,0.639,0.724,0.763
0.596,0.487,0.658,0.657
0.45,0.286,0.531,0.496
0.255,0.125,0.353,0.283
0.059,0.014,0.14,0.051
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.021,0.048,0.002,0.056
0.219,0.187,0.146,0.297
0.425,0.386,0.366,0.525
0.539,0.582,0.545,0.691
0.668,0.711,0.664,0.794
0.752,0.756,0.738,0.844
0.752,0.721,0.752,0.839
0.696,0.635,0.722,0.78
0.526,0.527,0.644,0.669
0.336,0.391,0.515,0.502
0.199,0.216,0.334,0.282
0.048,0.026,0.123,0.047
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.017,0.057,0.002,0.029
0.173,0.272,0.149,0.235
0.403,0.477,0.369,0.492
0.595,0.63,0.542,0.655
0.63,0.734,0.661,0.756
0.571,0.783,0.728,0.805
0.713,0.78,0.746,0.8
0.745,0.718,0.718,0.745
0.646,0.618,0.644,0.637
0.49,0.444,0.516,0.428
0.285,0.228,0.338,0.207
0.062,0.024,0.125,0.035
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.034,0.079,0.001,0.022
0.244,0.33,0.138,0.152
0.471,0.549,0.361,0.451
0.642,0.703,0.542,0.65
0.754,0.798,0.67,0.63
0.806,0.836,0.746,0.777
0.807,0.824,0.771,0.725
0.759,0.763,0.748,0.688
0.655,0.649,0.678,0.623
0.496,0.481,0.556,0.48
0.288,0.26,0.378,0.281
0.064,0.031,0.157,0.045
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.035,0.077,0.002,0.031
0.25,0.325,0.179,0.194
0.476,0.54,0.426,0.365
0.645,0.693,0.614,0.574
0.751,0.787,0.738,0.749
0.801,0.826,0.806,0.804
0.798,0.814,0.826,0.771
0.747,0.755,0.798,0.714
0.64,0.642,0.716,0.647
0.479,0.475,0.584,0.484
0.266,0.255,0.395,0.27
0.052,0.028,0.161,0.043
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.028,0.064,0.001,0.053
0.228,0.29,0.171,0.316
0.449,0.494,0.414,0.56
0.613,0.653,0.603,0.736
0.724,0.751,0.728,0.845
0.774,0.79,0.798,0.894
0.773,0.778,0.815,0.888
0.725,0.723,0.784,0.827
0.625,0.614,0.703,0.713
0.472,0.453,0.568,0.538
0.256,0.238,0.377,0.306
0.041,0.023,0.139,0.044
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.024,0.058,0,0.044
0.222,0.288,0.132,0.292
0.449,0.504,0.339,0.527
0.605,0.66,0.517,0.699
0.463,0.76,0.646,0.805
0.526,0.801,0.73,0.854
0.517,0.792,0.779,0.844
0.539,0.739,0.755,0.762
0.637,0.624,0.673,0.545
0.482,0.455,0.54,0.351
0.277,0.237,0.351,0.164
0.052,0.022,0.13,0.017
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.023,0.061,0,0.018
0.227,0.31,0.136,0.248
0.461,0.536,0.363,0.476
0.634,0.697,0.55,0.659
0.744,0.8,0.661,0.777
0.796,0.834,0.712,0.814
0.796,0.82,0.725,0.759
0.746,0.751,0.677,0.667
0.645,0.628,0.603,0.513
0.469,0.454,0.457,0.304
0.232,0.232,0.271,0.124
0.032,0.021,0.119,0.01
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.019,0.043,0,0.026
0.211,0.261,0.144,0.202
0.444,0.513,0.385,0.481
0.622,0.685,0.58,0.67
0.737,0.791,0.715,0.766
0.792,0.835,0.794,0.795
0.79,0.825,0.813,0.756
0.736,0.762,0.776,0.656
0.635,0.645,0.704,0.502
0.472,0.468,0.573,0.279
0.257,0.239,0.376,0.11
0.04,0.019,0.139,0.01
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.019,0.054,0,0.041
0.217,0.295,0.145,0.286
0.448,0.52,0.387,0.541
0.622,0.683,0.58,0.718
0.734,0.785,0.712,0.829
0.789,0.829,0.785,0.881
0.791,0.82,0.805,0.875
0.739,0.756,0.777,0.815
0.636,0.636,0.695,0.7
0.475,0.455,0.558,0.526
0.263,0.222,0.363,0.294
0.04,0.015,0.132,0.032
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.018,0.026,0,0.042
0.217,0.204,0.136,0.279
0.45,0.47,0.382,0.508
0.625,0.65,0.575,0.535
0.739,0.762,0.711,0.515
0.791,0.805,0.784,0.625
0.788,0.796,0.807,0.692
0.738,0.738,0.778,0.589
0.635,0.62,0.697,0.461
0.476,0.444,0.554,0.322
0.265,0.22,0.35,0.187
0.04,0.014,0.125,0.019
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.015,0.036,0,0.011
0.209,0.261,0.142,0.144
0.443,0.495,0.388,0.377
0.622,0.663,0.584,0.526
0.735,0.771,0.719,0.612
0.788,0.812,0.793,0.613
0.785,0.804,0.816,0.584
0.73,0.746,0.788,0.515
0.624,0.63,0.703,0.403
0.462,0.454,0.563,0.261
0.251,0.228,0.366,0.112
0.034,0.014,0.133,0.009
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.013,0.045,0,0.035
0.198,0.272,0.135,0.281
0.432,0.493,0.383,0.521
0.608,0.653,0.578,0.703
0.718,0.752,0.71,0.816
0.771,0.793,0.779,0.869
0.769,0.79,0.801,0.861
0.717,0.734,0.771,0.798
0.613,0.573,0.701,0.675
0.454,0.323,0.565,0.471
0.245,0.134,0.373,0.221
0.031,0.009,0.128,0.017
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.012,0.039,0,0.018
0.198,0.262,0.037,0.211
0.432,0.483,0.167,0.466
0.608,0.646,0.345,0.636
0.722,0.759,0.563,0.796
0.772,0.802,0.6,0.864
0.77,0.803,0.575,0.862
0.718,0.737,0.494,0.801
0.615,0.622,0.38,0.688
0.455,0.446,0.284,0.509
0.242,0.217,0.168,0.268
0.028,0.012,0.052,0.021
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.008,0.019,0,0.02
0.172,0.141,0.088,0.223
0.413,0.37,0.341,0.462
0.594,0.601,0.55,0.645
0.714,0.752,0.681,0.78
0.77,0.792,0.751,0.836
0.77,0.789,0.771,0.814
0.706,0.733,0.741,0.714
0.57,0.622,0.663,0.567
0.371,0.442,0.529,0.43
0.147,0.193,0.338,0.261
0.013,0.009,0.122,0.018
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.002,0,0.02
0.035,0.056,0.116,0.227
0.111,0.152,0.309,0.465
0.216,0.207,0.444,0.641
0.358,0.276,0.497,0.738
0.392,0.253,0.613,0.796
0.334,0.24,0.777,0.803
0.295,0.245,0.747,0.749
0.22,0.306,0.539,0.623
0.134,0.263,0.309,0.459
0.042,0.101,0.142,0.241
0.001,0.002,0.043,0.01
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.015,0,0.001
0.019,0.154,0.047,0.05
0.057,0.356,0.195,0.219
0.097,0.481,0.52,0.465
0.2,0.405,0.675,0.57
0.171,0.278,0.754,0.725
0.213,0.362,0.776,0.781
