ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting
2030,2030,2030,2030,2030,2030,2030,2045,2045,2045,2045,2045,2045,2045,2030,2030,2030,2030,2030,2030,2030,2045,2045,2045,2045,2045,2045,2045
moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,high,high,high,high,high,high,high
CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV
144.4,186.1,131,95.9,30.9,311.2,33.6,237,305.5,272.1,176,56.6,540.1,58.2,366.5,472.5,332.5,243.5,78.3,790,85.2,1808.2,2331.1,2075.8,1342.7,432,4120.8,444.3
138.8,178.9,127.6,116.7,30.1,302.5,32.7,227.8,293.7,265,214.1,55.2,525.1,56.7,352.3,454.2,323.9,296.2,76.3,768,83,1738,2240.6,2022.2,1633.4,420.9,4006,432.9
160.2,206.5,149,136.8,35.1,350,38.2,262.9,338.9,309.5,251,64.4,607.5,66.3,406.6,524.2,378.3,347.2,89.1,888.5,96.9,2006,2586,2361.7,1914.7,491.5,4634.7,505.5
192.7,248.4,176.5,143.1,41.6,417,45.2,316.3,407.7,366.6,262.5,76.3,723.7,78.5,489.1,630.6,448,363.3,105.6,1058.6,114.8,2413.1,3111,2796.9,2003.1,582.1,5521.8,598.7
217.9,280.9,193.9,162,45.7,465.3,49.7,357.7,461.1,402.7,297.1,83.8,807.6,86.2,553.1,713.1,492.2,411.1,116,1181.2,126.1,2728.9,3518,3072.3,2266.9,639.4,6161.7,657.7
225.5,290.7,197.9,216.2,46.6,484,50.7,370.1,477.2,411,396.6,85.5,840,88,572.4,737.9,502.4,548.8,118.4,1228.6,128.7,2823.9,3640.5,3136,3026.1,652.7,6409,671.3
261,336.5,232.1,286.6,54.7,571.3,59.5,428.4,552.3,482.1,525.7,100.3,991.6,103.2,662.5,854.1,589.3,727.4,138.8,1450.3,150.9,3268.7,4214,3678.4,4011,765.5,7565.3,787.4
350,451.2,303.3,343.3,71.5,767.4,77.7,574.4,740.6,630,629.7,131.1,1331.9,134.9,888.4,1145.2,770,871.3,181.4,1948.1,197.2,4382.8,5650.2,4806.5,4804.6,1000.3,10162,1028.9
449.2,579.1,369.2,271.3,87,990,94.6,737.3,950.6,766.9,497.6,159.6,1718.2,164.2,1140.3,1470,937.3,688.6,220.8,2513.1,240.1,5625.7,7252.5,5850.9,3796.8,1217.7,13109.1,1252.4
497.9,641.9,386.8,154.4,91.1,1079.7,99.1,817.3,1053.7,803.3,283.3,167.2,1873.9,172,1263.9,1629.4,981.8,392,231.3,2740.8,251.5,6235.7,8039,6129.1,2161.4,1275.6,14297,1312
365,470.6,276.4,109.1,65.1,766.2,70.8,599.2,772.5,574.1,200.2,119.5,1329.8,122.9,926.7,1194.6,701.7,277,165.3,1945,179.7,4571.7,5893.8,4380.1,1527.5,911.6,10145.8,937.6
208.3,268.5,161.1,83.9,37.9,425.9,41.3,341.9,440.7,334.5,153.9,69.6,739.2,71.6,528.7,681.6,408.9,213,96.3,1081.2,104.7,2608.3,3362.6,2552.2,1174.5,531.2,5639.6,546.3
161.6,208.3,124.1,58,29.2,318.3,31.8,265.3,342,257.8,106.4,53.7,552.5,55.2,410.2,528.9,315.1,147.2,74.2,808.1,80.7,2024,2609.3,1967.1,811.7,409.4,4215.2,421.1
123.8,159.6,94.3,41.2,22.2,236.7,24.1,203.2,261.9,195.8,75.6,40.7,410.9,41.9,314.2,405.1,239.3,104.6,56.4,601,61.3,1550.2,1998.5,1493.8,576.8,310.9,3134.9,319.8
84,108.3,66.2,24,15.6,161.8,17,137.9,177.8,137.6,44.1,28.6,280.8,29.4,213.3,274.9,168.1,61,39.6,410.7,43.1,1052.1,1356.4,1049.6,336.6,218.4,2142.1,224.7
58.9,76,48,14.9,11.3,112.6,12.3,96.7,124.7,99.6,27.3,20.7,195.4,21.3,149.6,192.8,121.8,37.8,28.7,285.9,31.2,738,951.4,760.1,208.7,158.2,1491.1,162.7
32.9,42.4,28.6,7.5,6.7,63.9,7.3,54,69.7,59.5,13.7,12.4,110.8,12.7,83.6,107.8,72.7,18.9,17.1,162.1,18.6,412.4,531.6,453.6,104.3,94.4,845.7,97.1
21.2,27.3,17.7,8.1,4.2,39.5,4.5,34.7,44.8,36.8,14.8,7.7,68.5,7.9,53.7,69.2,45,20.5,10.6,100.2,11.5,265,341.6,281,113.2,58.5,522.6,60.1
11,14.1,10.9,4.9,2.6,22.6,2.8,18,23.2,22.7,9,4.7,39.3,4.9,27.9,35.9,27.7,12.5,6.5,57.5,7.1,137.4,177.2,173.2,68.7,36,299.9,37.1
13,16.8,11.4,15.7,2.7,25.2,2.9,21.3,27.5,23.7,28.9,4.9,43.7,5.1,33,42.5,29,40,6.8,63.9,7.4,162.8,209.9,181,220.4,37.7,333.1,38.7
9.9,12.8,13.7,40.9,3.2,25.9,3.5,16.2,20.9,28.4,75,5.9,44.9,6.1,25.1,32.4,34.7,103.8,8.2,65.6,8.9,123.9,159.7,216.6,572.3,45.1,342.3,46.4
34.4,44.3,41.6,75.6,9.8,83.8,10.7,56.4,72.7,86.4,138.6,18,145.5,18.5,87.2,112.5,105.6,191.8,24.9,212.8,27.1,430.3,554.8,659.3,1057.5,137.2,1109.8,141.1
79.8,102.8,84.7,87.9,20,183.4,21.7,130.9,168.8,175.9,161.2,36.6,318.3,37.6,202.5,261,214.9,223.1,50.6,465.6,55.1,999,1287.9,1341.8,1230,279.2,2428.6,287.2
133.1,171.6,126.3,83.8,29.8,288.6,32.4,218.5,281.7,262.3,153.8,54.6,500.9,56.1,337.9,435.6,320.6,212.8,75.5,732.7,82.1,1667.2,2149.3,2001.3,1173.6,416.5,3821.9,428.4
146.3,188.6,133.9,94.1,31.5,308.6,34.3,240.2,309.6,278.1,172.6,57.9,535.7,59.5,371.4,478.8,339.9,238.9,80.1,783.5,87.1,1832.4,2362.3,2121.7,1317.2,441.6,4086.9,454.2
140.8,181.5,132.6,113.5,31.2,299.1,34,231.1,298,275.5,208.3,57.3,519.1,59,357.4,460.8,336.7,288.2,79.3,759.2,86.2,1763.3,2273.2,2101.7,1589.3,437.4,3960.2,449.9
162.3,209.3,154.5,132.5,36.4,348.2,39.6,266.5,343.5,320.9,243.2,66.8,604.3,68.7,412.1,531.2,392.2,336.4,92.4,883.9,100.5,2033,2620.9,2448,1855.2,509.5,4610.9,524
193.7,249.8,182,137.1,42.9,415.1,46.6,318,410,378,251.5,78.7,720.4,80.9,491.8,634,462,348,108.9,1053.6,118.4,2426.3,3128,2884.2,1918.7,600.3,5496.1,617.4
218.4,281.6,197.6,153.8,46.5,464.2,50.6,358.5,462.2,410.3,282.1,85.4,805.7,87.8,554.4,714.7,501.5,390.3,118.2,1178.4,128.5,2735.3,3526.3,3130.5,2152.2,651.5,6146.9,670.1
224.9,289.9,202,203.8,47.6,483.6,51.7,369.1,475.8,419.5,373.8,87.3,839.3,89.8,570.8,735.9,512.7,517.2,120.8,1227.5,131.3,2816.1,3630.5,3200.6,2851.9,666.1,6403.3,685.1
261,336.5,236.8,270.3,55.8,570.6,60.7,428.4,552.3,491.9,495.9,102.4,990.2,105.3,662.5,854.1,601.2,686.2,141.6,1448.4,154,3268.5,4213.7,3752.8,3783.8,781,7555,803.3
350.4,451.7,309.9,326,73,767.9,79.4,575.2,741.5,643.7,598,134,1332.7,137.8,889.5,1146.7,786.7,827.4,185.4,1949.3,201.5,4388.5,5657.5,4911,4562.5,1022.1,10168.1,1051.2
449.9,580,383.8,260.3,90.4,994.2,98.3,738.5,952.1,797.1,477.5,165.9,1725.5,170.6,1142.1,1472.4,974.2,660.7,229.5,2523.8,249.6,5634.7,7264.2,6081.6,3643.3,1265.7,13165.1,1301.8
497.9,641.9,402.2,148,94.8,1085.8,103,817.3,1053.6,835.3,271.6,173.8,1884.4,178.8,1263.9,1629.4,1020.9,375.8,240.5,2756.2,261.5,6235.5,8038.7,6372.7,2072.1,1326.3,14377.1,1364.1
363.1,468.1,290,104,68.3,766.9,74.3,596,768.4,602.3,190.8,125.4,1330.9,128.9,921.7,1188.3,736.2,264,173.5,1946.7,188.6,4547.5,5862.5,4595.7,1455.9,956.4,10154.4,983.7
207.8,267.9,168.8,80.2,39.8,425.5,43.3,341.1,439.7,350.7,147.1,73,738.5,75.1,527.5,680,428.6,203.5,101,1080.2,109.8,2602.3,3354.9,2675.4,1122.2,556.8,5634.8,572.7
161.5,208.2,129.8,55.4,30.6,316.9,33.3,265.1,341.8,269.6,101.7,56.1,550.1,57.7,410,528.5,329.5,140.7,77.6,804.5,84.4,2022.7,2607.6,2057.2,775.6,428.1,4196.7,440.4
123.7,159.5,98.1,39.3,23.1,236,25.1,203,261.7,203.7,72.1,42.4,409.5,43.6,314,404.8,248.9,99.7,58.7,599,63.8,1549.1,1997,1554,549.8,323.4,3124.6,332.7
83.9,108.2,69.1,22.7,16.3,160.7,17.7,137.8,177.6,143.5,41.6,29.9,278.9,30.7,213.1,274.7,175.4,57.6,41.3,407.9,44.9,1051.3,1355.3,1094.8,317.6,227.8,2127.9,234.3
58.8,75.8,49.2,14,11.6,111.9,12.6,96.5,124.4,102.2,25.6,21.3,194.2,21.9,149.2,192.4,124.9,35.5,29.4,284.1,32,736.3,949.2,780,195.6,162.3,1481.8,167
32.6,42.1,28.8,7,6.8,63.2,7.4,53.6,69.1,59.8,12.8,12.4,109.6,12.8,82.9,106.8,73,17.7,17.2,160.4,18.7,408.8,527.1,456,97.5,94.9,836.5,97.6
21,27,17.7,7.5,4.2,38.7,4.5,34.4,44.4,36.9,13.7,7.7,67.2,7.9,53.3,68.7,45,19,10.6,98.4,11.5,262.7,338.7,281.2,104.9,58.5,513.1,60.2
10.9,14.1,10.9,4.5,2.6,22.2,2.8,17.9,23.1,22.6,8.3,4.7,38.5,4.8,27.7,35.7,27.7,11.4,6.5,56.3,7.1,136.5,176,172.7,63.1,35.9,293.6,37
12.9,16.6,11.3,14.4,2.7,24.5,2.9,21.2,27.3,23.5,26.4,4.9,42.6,5,32.8,42.3,28.8,36.5,6.8,62.3,7.4,161.7,208.5,179.6,201.4,37.4,325.1,38.4
9.8,12.6,13.5,37.5,3.2,25.2,3.5,16.1,20.8,28.1,68.7,5.9,43.8,6,24.9,32.1,34.4,95.1,8.1,64,8.8,122.9,158.4,214.5,524.2,44.6,333.9,45.9
34.6,44.6,41.3,70.5,9.7,81.9,10.6,56.7,73.2,85.8,129.4,17.9,142.2,18.4,87.8,113.1,104.8,179,24.7,208,26.9,433,558.2,654.5,987.1,136.2,1085,140.1
79.4,102.3,85.2,82.5,20.1,179.7,21.8,130.3,168,177,151.3,36.8,311.9,37.9,201.5,259.7,216.3,209.4,51,456.2,55.4,994,1281.5,1350.5,1154.5,281.1,2379.6,289.1
132.6,171,127.8,78.8,30.1,285.4,32.7,217.7,280.7,265.4,144.6,55.2,495.3,56.8,336.7,434,324.4,200.1,76.4,724.4,83.1,1661,2141.3,2025,1103.6,421.4,3778.9,433.5
145.4,187.4,136.9,88.1,32.2,307.4,35.1,238.6,307.6,284.3,161.6,59.2,533.5,60.9,369,475.7,347.4,223.6,81.9,780.3,89,1820.6,2347.1,2168.9,1233,451.4,4070.2,464.3
139.1,179.3,135.9,105.9,32,298.6,34.8,228.3,294.3,282.2,194.3,58.7,518.2,60.4,353,455.1,344.9,268.9,81.3,757.9,88.4,1741.8,2245.5,2153.2,1482.5,448.1,3953.6,460.9
159.7,205.9,158.9,123.8,37.4,347.6,40.7,262.2,338,330,227.1,68.7,603.3,70.6,405.5,522.7,403.3,314.3,95,882.4,103.3,2000.5,2579,2517.5,1732.9,523.9,4602.8,538.9
190.1,245.1,187.7,128.8,44.2,415.6,48.1,312.1,402.4,389.7,236.2,81.1,721.3,83.4,482.7,622.2,476.4,326.9,112.2,1055,122,2381.2,3069.8,2973.6,1802.4,618.9,5503,636.5
213.3,275,204.3,144,48.1,464.5,52.3,350.1,451.3,424.3,264.1,88.3,806.1,90.8,541.4,698,518.6,365.5,122.2,1179.1,132.8,2671.1,3443.5,3237.1,2015.1,673.7,6150.6,692.9
218.8,282.1,209.8,190.8,49.4,484,53.7,359.2,463,435.7,350.1,90.7,840,93.3,555.4,716.1,532.5,484.5,125.5,1228.6,136.4,2740.3,3532.8,3324.1,2671.3,691.8,6408.9,711.5
252.9,326,248.8,253.1,58.6,575.1,63.7,415.1,535.1,516.8,464.4,107.6,998,110.6,641.9,827.5,631.6,642.5,148.8,1459.8,161.8,3167,4082.8,3943,3542.9,820.6,7614.7,844
338.6,436.6,329.4,304.2,77.6,770.6,84.4,555.9,716.6,684.1,558,142.4,1337.4,146.4,859.6,1108.2,836.1,772.2,197,1956.2,214.2,4241,5467.5,5219.1,4257.7,1086.2,10204.1,1117.2
433.7,559.1,409.2,243.3,96.4,993.2,104.8,711.9,917.8,850,446.3,176.9,1723.7,181.9,1100.9,1419.3,1038.8,617.5,244.8,2521.1,266.1,5431.5,7002.2,6484.9,3405.2,1349.6,13151,1388.1
479.1,617.6,429.3,140.6,101.1,1082.8,110,786.4,1013.8,891.6,257.9,185.6,1879.3,190.9,1216.1,1567.8,1089.8,356.9,256.8,2748.7,279.2,5999.8,7734.8,6802.7,1967.8,1415.8,14338.3,1456.2
349.7,450.8,302.9,99.4,71.4,769.9,77.6,574,740,629,182.4,130.9,1336.2,134.6,887.7,1144.4,768.8,252.4,181.1,1954.4,196.9,4379.5,5646,4799.2,1391.5,998.8,10194.5,1027.3
201,259.1,172.8,77,40.7,426.1,44.3,329.9,425.3,358.8,141.3,74.7,739.5,76.8,510.2,657.7,438.6,195.5,103.3,1081.7,112.3,2517,3244.9,2737.6,1078,569.8,5642.4,586
157,202.4,131.1,53.2,30.9,316.2,33.6,257.7,332.2,272.2,97.7,56.6,548.7,58.3,398.5,513.8,332.7,135.1,78.4,802.6,85.2,1966.2,2534.8,2076.8,745,432.2,4186.7,444.6
121.1,156.1,98.6,37.6,23.2,235.3,25.3,198.7,256.2,204.8,68.9,42.6,408.4,43.8,307.3,396.2,250.3,95.4,59,597.4,64.1,1516.1,1954.5,1562.8,525.9,325.2,3116.3,334.5
82.8,106.8,69.1,21.5,16.3,160.6,17.7,136,175.3,143.5,39.5,29.9,278.7,30.7,210.3,271.1,175.3,54.7,41.3,407.6,44.9,1037.3,1337.3,1094.5,301.4,227.8,2126,234.3
58.2,75,48.8,13.3,11.5,111.8,12.5,95.5,123.2,101.5,24.4,21.1,194,21.7,147.7,190.5,124,33.7,29.2,283.8,31.8,728.9,939.7,774.1,186,161.1,1480.3,165.7
33.1,42.7,28.4,6.6,6.7,62.8,7.3,54.3,70.1,59,12.1,12.3,109,12.6,84,108.4,72.1,16.8,17,159.4,18.5,414.7,534.6,450.2,92.6,93.7,831.6,96.4
21.2,27.4,17.6,7.1,4.2,38.6,4.5,34.9,44.9,36.6,13,7.6,66.9,7.8,53.9,69.5,44.7,18,10.5,97.9,11.5,266,342.9,279.3,99.4,58.1,510.6,59.8
11,14.2,10.8,4.3,2.5,22,2.8,18.1,23.4,22.5,7.8,4.7,38.2,4.8,28,36.1,27.5,10.8,6.5,55.9,7,138.2,178.2,171.5,59.8,35.7,291.7,36.7
13.1,16.9,11.3,13.7,2.7,24.4,2.9,21.5,27.7,23.4,25.2,4.9,42.3,5,33.2,42.9,28.6,34.8,6.7,61.9,7.3,164,211.5,178.5,192,37.1,323.1,38.2
9.9,12.7,13.4,35.9,3.2,25.1,3.4,16.2,20.9,27.9,65.9,5.8,43.5,6,25,32.3,34.1,91.2,8,63.6,8.7,123.6,159.3,212.8,502.7,44.3,331.7,45.6
34.2,44.1,40.9,68,9.6,81.1,10.5,56.1,72.4,85,124.7,17.7,140.7,18.2,86.8,111.9,103.9,172.5,24.5,205.9,26.6,428.4,552.2,648.4,951.2,134.9,1073.9,138.8
79.3,102.2,84.4,80.3,19.9,179.1,21.6,130.1,167.8,175.4,147.3,36.5,310.9,37.5,201.2,259.4,214.3,203.8,50.5,454.7,54.9,992.8,1279.9,1337.9,1123.7,278.4,2371.7,286.4
133.8,172.6,126.8,77.3,29.9,285.5,32.5,219.7,283.2,263.4,141.8,54.8,495.5,56.4,339.8,438,321.9,196.2,75.8,724.8,82.5,1676.3,2161,2009.3,1081.8,418.2,3780.8,430.1
148.1,190.9,135.3,86.7,31.9,307,34.6,243.1,313.4,280.9,159,58.5,532.9,60.1,375.9,484.6,343.3,220,80.9,779.4,88,1854.7,2391,2143.3,1212.9,446.1,4065.7,458.8
142,183.1,133.8,105.4,31.5,298.1,34.3,233.1,300.5,277.9,193.4,57.8,517.4,59.5,360.5,464.7,339.6,267.7,80,756.7,87,1778.4,2292.7,2120.2,1475.9,441.3,3947.3,453.8
163.6,210.8,155.8,123.6,36.7,346.9,39.9,268.5,346.1,323.5,226.8,67.3,602.1,69.2,415.2,535.2,395.4,313.9,93.2,880.7,101.3,2048.3,2640.6,2468.2,1730.7,513.7,4593.7,528.3
192.6,248.3,183.9,129.3,43.3,415.4,47.1,316.1,407.6,382,237.2,79.5,721,81.8,488.9,630.3,466.8,328.2,110,1054.5,119.6,2412,3109.6,2914.2,1809.5,606.5,5500.7,623.8
212.8,274.3,200.1,144.7,47.1,464.7,51.3,349.3,450.3,415.6,265.4,86.5,806.6,89,540.2,696.4,508,367.2,119.7,1179.7,130.1,2665,3435.7,3170.9,2024.9,659.9,6153.8,678.7
215.7,278,206.4,192.2,48.6,484.5,52.9,354,456.4,428.6,352.7,89.2,840.9,91.8,547.5,705.8,523.9,488,123.4,1229.9,134.2,2700.9,3482,3270.3,2690.6,680.6,6415.5,700
246.4,317.7,243.2,255.2,57.3,573.9,62.3,404.5,521.5,505.2,468.1,105.1,996,108.1,625.6,806.4,617.4,647.8,145.5,1456.7,158.2,3086.2,3978.7,3854.2,3571.8,802.1,7598.8,825
328.1,423,318.7,305.7,75.1,769.9,81.6,538.5,694.3,661.9,560.9,137.8,1336.1,141.7,832.8,1073.7,809,776.1,190.6,1954.3,207.2,4108.8,5297,5050.2,4279.6,1051,10194,1081
419.2,540.5,390.3,242.5,92,991.6,100,688.2,887.2,810.7,444.9,168.7,1720.9,173.5,1064.2,1372,990.8,615.6,233.4,2517,253.8,5250.5,6768.8,6185,3394.2,1287.2,13129.5,1323.9
463.3,597.3,404.6,139.4,95.3,1074.7,103.6,760.6,980.5,840.3,255.7,174.9,1865.1,179.9,1176.2,1516.3,1027,353.8,242,2728,263.1,5802.7,7480.8,6410.9,1950.8,1334.2,14230.2,1372.3
339.4,437.5,289.6,98.5,68.2,758.2,74.2,557,718.1,601.4,180.7,125.2,1315.8,128.7,861.4,1110.6,735,250,173.2,1924.6,188.3,4250,5479,4588.4,1378.5,954.9,10039.4,982.2
195.7,252.2,167.4,76.5,39.4,418.7,42.9,321.2,414,347.7,140.3,72.4,726.7,74.4,496.7,640.3,425,194.1,100.1,1062.9,108.9,2450.3,3158.9,2653,1070.2,552.1,5544.6,567.9
151.9,195.8,128.6,53.5,30.3,311,32.9,249.4,321.5,267,98.2,55.6,539.8,57.2,385.6,497.1,326.3,135.8,76.9,789.5,83.6,1902.5,2452.7,2037.1,749.1,424,4118.5,436.1
118.5,152.8,98.3,38.2,23.2,233.6,25.2,194.5,250.8,204.3,70,42.5,405.4,43.7,300.8,387.8,249.6,96.9,58.8,593,63.9,1484.2,1913.4,1558.4,534.2,324.3,3093.3,333.6
81.9,105.6,69.1,45.4,16.3,159.9,17.7,134.4,173.3,143.5,83.2,29.9,277.6,30.7,207.9,268,175.4,115.2,41.3,406,44.9,1025.5,1322.1,1095.1,635,227.9,2117.6,234.4
63.4,81.7,60.1,22.9,14.2,129.6,15.4,104.1,134.2,124.9,42,26,225,26.7,160.9,207.5,152.7,58,36,329.1,39.1,794,1023.6,953.1,320.1,198.3,1716.6,204
75.5,97.3,60.9,16.3,14.3,140.1,15.6,123.9,159.7,126.4,30,26.3,243.1,27.1,191.6,247,154.5,41.5,36.4,355.6,39.6,945.4,1218.8,964.6,228.8,200.8,1855,206.5
32.9,42.4,29.4,11.9,6.9,63.5,7.5,54,69.6,61.2,21.9,12.7,110.2,13.1,83.5,107.7,74.8,30.3,17.6,161.1,19.1,412.2,531.4,466.6,167.2,97.1,840.4,99.9
27.3,35.2,24.2,3.3,5.7,51.8,6.2,44.8,57.8,50.2,6.1,10.4,90,10.7,69.3,89.4,61.3,8.5,14.4,131.6,15.7,342,440.9,382.7,46.9,79.7,686.4,81.9
18.5,23.9,14.6,5.9,3.4,32.7,3.7,30.4,39.2,30.4,10.8,6.3,56.8,6.5,47,60.6,37.1,15,8.7,83,9.5,231.8,298.8,231.7,82.8,48.2,433.1,49.6
4.8,6.2,5.9,12.5,1.4,11.3,1.5,7.9,10.2,12.3,22.9,2.6,19.6,2.6,12.2,15.7,15,31.7,3.5,28.7,3.8,60.2,77.6,93.8,174.8,19.5,149.5,20.1
13.2,17.1,14.4,21.5,3.4,29.3,3.7,21.7,28,29.9,39.4,6.2,50.8,6.4,33.6,43.3,36.5,54.5,8.6,74.3,9.4,165.8,213.8,228,300.4,47.5,387.5,48.8
26,33.6,26.5,39.9,6.2,57.4,6.8,42.7,55.1,55,73.1,11.4,99.6,11.8,66.1,85.2,67.2,101.2,15.8,145.7,17.2,326,420.3,419.3,558,87.3,759.9,89.8
42.7,55,45.3,72.2,10.7,102.8,11.6,70,90.3,94.1,132.4,19.6,178.4,20.2,108.3,139.6,115.1,183.2,27.1,260.9,29.5,534.2,688.7,718.3,1010.2,149.5,1361,153.7
77,99.2,81.9,99.8,19.3,188.7,21,126.3,162.8,170,183.1,35.4,327.5,36.4,195.3,251.8,207.8,253.3,49,479,53.2,963.7,1242.4,1297.4,1396.9,270,2498.9,277.7
129.1,166.4,127.7,131.8,30.1,306.6,32.7,211.8,273.1,265.2,241.7,55.2,532,56.8,327.6,422.3,324.2,334.5,76.4,778.2,83,1616.2,2083.6,2023.7,1844.2,421.2,4059.2,433.2
169.1,218,166,170.6,39.1,404.6,42.5,277.5,357.8,344.8,312.9,71.8,702.2,73.8,429.2,553.3,421.5,433,99.3,1027,108,2117.5,2729.9,2630.9,2387.5,547.5,5357.2,563.2
214.6,276.7,209.1,181,49.3,528.3,53.6,352.3,454.2,434.3,332,90.4,916.8,93,544.8,702.4,530.8,459.4,125.1,1341,136,2688,3465.2,3313.5,2532.9,689.6,6994.9,709.3
260,335.2,241.3,189.7,56.8,634.8,61.8,426.8,550.2,501.1,348,104.3,1101.6,107.3,660,850.9,612.4,481.5,144.3,1611.3,156.9,3256.2,4197.8,3823,2655.1,795.6,8405.1,818.3
260.4,335.7,242.6,197.2,57.2,647,62.2,427.4,551,503.9,361.7,104.9,1122.8,107.9,661,852.1,615.9,500.5,145.1,1642.3,157.8,3260.9,4203.9,3844.6,2759.5,800.1,8566.7,823
267.5,344.8,247.9,219.3,58.4,675.5,63.5,439.1,566,514.8,402.3,107.1,1172.4,110.2,679,875.4,629.2,556.6,148.2,1714.8,161.2,3349.9,4318.6,3927.5,3069.1,817.4,8945,840.7
280.2,361.3,257.3,206.1,60.6,712.3,65.9,460,593,534.4,378.1,111.2,1236.1,114.4,711.4,917.1,653.1,523.2,153.9,1808,167.3,3509.6,4524.6,4077.1,2885.1,848.5,9431.3,872.7
302.8,390.4,260,230,61.3,766.5,66.6,497.1,640.8,540,422,112.4,1330.3,115.6,768.7,991,660,583.9,155.5,1945.8,169.1,3792.6,4889.4,4119.7,3219.4,857.4,10150.1,881.9
281.1,362.4,254.3,226.7,59.9,749.6,65.1,461.4,594.8,528.1,415.9,109.9,1300.9,113,713.5,919.9,645.4,575.4,152.1,1902.8,165.3,3520.3,4538.3,4029.1,3172.8,838.5,9925.7,862.5
325.1,419.1,285.8,194.9,67.3,829.5,73.2,533.6,687.9,593.5,357.6,123.5,1439.6,127,825.1,1063.7,725.4,494.8,170.9,2105.6,185.8,4070.9,5248.1,4528.2,2728.2,942.4,10983.4,969.3
329.3,424.5,267.4,162.8,63,766.3,68.5,540.5,696.7,555.4,298.6,115.6,1329.9,118.9,835.8,1077.5,678.8,413.2,159.9,1945.2,173.9,4123.5,5315.9,4237.2,2278.1,881.8,10146.7,907
286.2,369,226.5,131.1,53.4,630.7,58,469.8,605.7,470.5,240.4,97.9,1094.6,100.7,726.5,936.6,575,332.7,135.5,1601,147.3,3584.4,4620.9,3589.7,1834.4,747.1,8351.4,768.4
241.9,311.8,191.6,93.7,45.1,513.5,49.1,397.1,511.9,398,171.8,82.8,891.1,85.2,614,791.6,486.4,237.8,114.6,1303.4,124.6,3029.4,3905.5,3036.3,1311,631.9,6798.9,649.9
193,248.8,152.2,53.6,35.9,396.8,39,316.7,408.3,316.1,98.3,65.8,688.7,67.7,489.8,631.5,386.3,136.1,91,1007.3,99,2416.6,3115.5,2411.6,750.3,501.9,5254.2,516.2
133.7,172.4,107.7,23.8,25.4,264.3,27.6,219.5,282.9,223.6,43.6,46.5,458.7,47.9,339.4,437.5,273.3,60.3,64.4,670.9,70,1674.3,2158.5,1706.1,332.7,355.1,3499.8,365.2
72.1,93,57.8,17.1,13.6,137.4,14.8,118.4,152.7,120,31.4,25,238.5,25.7,183.1,236.1,146.6,43.4,34.6,348.8,37.6,903.6,1164.9,915.4,239.2,190.5,1819.3,196
32,41.3,27.9,12.5,6.6,62.4,7.1,52.5,67.7,57.9,23,12.1,108.3,12.4,81.2,104.7,70.8,31.8,16.7,158.3,18.1,400.8,516.7,441.9,175.3,92,826,94.6
26.5,34.2,22.9,3.5,5.4,50.8,5.9,43.5,56.1,47.5,6.4,9.9,88.2,10.2,67.3,86.8,58,8.9,13.7,129.1,14.9,332.2,428.2,362.2,49.2,75.4,673.2,77.5
17.9,23.1,13.8,6.2,3.3,31.9,3.5,29.4,37.9,28.7,11.3,6,55.4,6.1,45.5,58.6,35.1,15.7,8.3,81,9,224.3,289.1,219.1,86.5,45.6,422.7,46.9
4.7,6,5.6,13,1.3,10.9,1.4,7.7,9.9,11.6,23.9,2.4,19,2.5,11.9,15.3,14.2,33,3.3,27.7,3.6,58.7,75.7,88.6,182,18.4,144.7,19
12.8,16.5,13.6,21.9,3.2,28.3,3.5,21,27.1,28.2,40.3,5.9,49.1,6,32.5,41.9,34.5,55.7,8.1,71.9,8.8,160.4,206.8,215.5,307.2,44.8,374.8,46.1
25.1,32.3,24.8,39.9,5.9,55.9,6.4,41.1,53,51.6,73.3,10.7,97,11,63.6,82,63.1,101.4,14.9,141.8,16.2,313.8,404.6,393.8,559.1,81.9,739.8,84.3
40.1,51.6,42.8,71.4,10.1,100.3,11,65.8,84.8,88.8,131.1,18.5,174.1,19,101.7,131.1,108.5,181.3,25.6,254.7,27.8,501.7,646.8,677.4,999.9,141,1328.4,145
71.6,92.3,77.4,98.8,18.2,183.9,19.8,117.5,151.5,160.8,181.2,33.5,319.2,34.4,181.7,234.3,196.5,250.8,46.3,466.9,50.3,896.6,1155.8,1226.5,1382.9,255.3,2435.3,262.5
